0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 4.99663e-05 -7.12915e-06 -1.21706e-05 1.45848e-05 -1.5068e-05 -1.45179e-05 1.35457e-05 1.2471e-05 -1.14355e-05 1.0492e-05 9.65277e-06 8.91333e-06 8.26339e-06 -7.69134e-06 7.18625e-06 -6.73842e-06 -6.33956e-06 5.98268e-06 -5.66191e-06 5.37233e-06 -5.10982e-06 4.87091e-06 4.65267e-06 -4.45261e-06 4.26862e-06 -4.09889e-06 -3.94187e-06 -3.7962e-06 3.66073e-06 -3.53444e-06 -3.41645e-06 -3.30597e-06 -3.20232e-06 3.1049e-06 -3.01317e-06 -2.92664e-06 -2.8449e-06 2.76756e-06 -2.69429e-06 2.62476e-06 -2.5587e-06 
2 0.000199727 -2.85682e-05 -4.87704e-05 5.84441e-05 -6.03803e-05 -5.81753e-05 5.4279e-05 4.99717e-05 -4.58219e-05 4.20405e-05 3.86769e-05 3.57133e-05 3.31083e-05 -3.08154e-05 2.87909e-05 -2.69958e-05 -2.53969e-05 2.39663e-05 -2.26804e-05 2.15195e-05 -2.04671e-05 1.95092e-05 1.86341e-05 -1.78319e-05 1.70942e-05 -1.64135e-05 -1.57838e-05 -1.51996e-05 1.46562e-05 -1.41496e-05 -1.36763e-05 -1.32331e-05 -1.28172e-05 1.24263e-05 -1.20582e-05 -1.1711e-05 -1.1383e-05 1.10725e-05 -1.07784e-05 1.04993e-05 -1.02341e-05 
3 0.000449068 -6.44287e-05 -0.00010999 0.000131805 -0.000136169 -0.000131194 0.000122405 0.000112688 -0.000103326 9.47959e-05 8.72075e-05 8.05212e-05 7.46437e-05 -6.94703e-05 6.49019e-05 -6.0851e-05 -5.72428e-05 5.4014e-05 -5.11115e-05 4.84909e-05 -4.61149e-05 4.39522e-05 4.19763e-05 -4.01648e-05 3.84985e-05 -3.69611e-05 -3.55385e-05 -3.42185e-05 3.29907e-05 -3.18459e-05 -3.0776e-05 -2.97741e-05 -2.88339e-05 2.79499e-05 -2.71174e-05 -2.63319e-05 -2.55897e-05 2.48873e-05 -2.42216e-05 2.35898e-05 -2.29893e-05 
4 0.000797765 -0.000114821 -0.000196015 0.000234888 -0.000242661 -0.000233788 0.000218116 0.000200793 -0.000184102 0.000168892 0.000155361 0.000143438 0.000132956 -0.00012373 0.000115581 -0.000108355 -0.000101917 9.61563e-05 -9.09767e-05 8.62995e-05 -8.20583e-05 7.81972e-05 7.46691e-05 -7.14339e-05 6.84575e-05 -6.57108e-05 -6.31687e-05 -6.08096e-05 5.86147e-05 -5.65677e-05 -5.46542e-05 -5.28619e-05 -5.11796e-05 4.95976e-05 -4.81072e-05 -4.67008e-05 -4.53714e-05 4.41129e-05 -4.29199e-05 4.17872e-05 -4.07106e-05 
5 0.00124558 -0.000179853 -0.000307029 0.000367911 -0.000380074 -0.000366161 0.000341597 0.000314446 -0.000288286 0.000264446 0.000243236 0.000224544 0.00020811 -0.000193642 0.000180863 -0.000169529 -0.000159431 0.000150391 -0.000142263 0.000134922 -0.000128264 0.000122201 0.00011666 -0.000111578 0.000106901 -0.000102584 -9.85872e-05 -9.48774e-05 9.14248e-05 -8.82039e-05 -8.51923e-05 -8.23704e-05 -7.97209e-05 7.72285e-05 -7.48797e-05 -7.26624e-05 -7.05658e-05 6.85803e-05 -6.66974e-05 6.49091e-05 -6.32085e-05 
6 0.00179228 -0.00025963 -0.000443211 0.000531084 -0.000548618 -0.000528507 0.000493019 0.000453795 -0.000416002 0.000381558 0.00035091 0.000323899 0.000300147 -0.000279232 0.000260757 -0.000244367 -0.000229761 0.000216685 -0.000204924 0.000194299 -0.00018466 0.000175881 0.000167854 -0.000160491 0.000153712 -0.000147454 -0.000141658 -0.000136276 0.000131265 -0.000126589 -0.000122215 -0.000118115 -0.000114264 0.00011064 -0.000107224 -0.000103997 -0.000100944 9.80526e-05 -9.53088e-05 9.27018e-05 -9.02214e-05 
7 0.00243761 -0.000354259 -0.000604739 0.000724611 -0.000748498 -0.000721013 0.000672543 0.000618974 -0.000567357 0.00052031 0.000478444 0.00044154 0.000409084 -0.0003805 0.000355244 -0.000332834 -0.000312859 0.00029497 -0.000278877 0.000264334 -0.000251137 0.000239113 0.000228117 -0.000218024 0.000208731 -0.000200147 -0.000192195 -0.000184808 0.000177927 -0.000171504 -0.000165493 -0.000159855 -0.000154558 0.000149571 -0.000144867 -0.000140422 -0.000136215 0.000132228 -0.000128443 0.000124844 -0.000121419 
8 0.00318131 -0.000463841 -0.000791783 0.000948694 -0.000979911 -0.000943855 0.000880318 0.000810104 -0.000742445 0.000680771 0.00062588 0.000577486 0.000534918 -0.000497419 0.000464279 -0.000434866 -0.000408641 0.000385149 -0.000364007 0.000344896 -0.000327548 0.000311736 0.00029727 -0.000283988 0.000271752 -0.000260446 -0.000249967 -0.000240228 0.000231153 -0.000222677 -0.000214742 -0.000207296 -0.000200296 0.000193702 -0.000187479 -0.000181596 -0.000176026 0.000170743 -0.000165725 0.000160953 -0.000156408 
9 0.0040231 -0.000588477 -0.00100451 0.00120353 -0.00124305 -0.0011972 0.00111648 0.00102729 -0.000941344 0.000862988 0.000793239 0.000731734 0.000677621 -0.000629941 0.000587791 -0.00055037 -0.000516996 0.000487089 -0.000460165 0.000435818 -0.000413708 0.000393548 0.000375096 -0.000358148 0.000342527 -0.000328086 -0.000314695 -0.000302244 0.000290637 -0.00027979 -0.000269629 -0.00026009 -0.000251118 0.000242662 -0.000234677 -0.000227124 -0.000219969 0.000213179 -0.000206727 0.000200586 -0.000194735 
