0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 4.99663e-05 -8.34055e-07 1.65067e-06 2.43358e-06 3.1687e-06 -3.84484e-06 4.45414e-06 -4.99203e-06 5.45706e-06 5.85036e-06 -6.17517e-06 6.43618e-06 6.63904e-06 -6.78984e-06 6.89481e-06 -6.96001e-06 -6.99112e-06 6.99337e-06 -6.97149e-06 6.92964e-06 6.87146e-06 6.80013e-06 -6.71834e-06 -6.6284e-06 6.53224e-06 6.43151e-06 6.32755e-06 -6.2215e-06 6.11429e-06 -6.00669e-06 5.8993e-06 
2 0.000199727 -3.37563e-06 6.68066e-06 9.84922e-06 1.28243e-05 -1.55606e-05 1.80263e-05 -2.02029e-05 2.20845e-05 2.36757e-05 -2.49897e-05 2.60453e-05 2.68655e-05 -2.74749e-05 2.78988e-05 -2.81617e-05 -2.82865e-05 2.82946e-05 -2.82049e-05 2.80344e-05 2.77978e-05 2.75079e-05 -2.71757e-05 -2.68104e-05 2.642e-05 2.60111e-05 2.55892e-05 -2.51587e-05 2.47236e-05 -2.42868e-05 2.3851e-05 
3 0.000449068 -7.70446e-06 1.52477e-05 2.24792e-05 2.92688e-05 -3.55132e-05 4.11394e-05 -4.61054e-05 5.03976e-05 5.40266e-05 -5.70223e-05 5.9428e-05 6.1296e-05 -6.26828e-05 6.36457e-05 -6.42408e-05 -6.45208e-05 6.45339e-05 -6.43238e-05 6.39291e-05 6.33835e-05 6.27162e-05 -6.19522e-05 -6.11128e-05 6.02159e-05 5.92767e-05 5.83077e-05 -5.73194e-05 5.63203e-05 -5.53176e-05 5.43168e-05 
4 0.000797765 -1.38999e-05 2.75086e-05 4.05544e-05 5.2802e-05 -6.40648e-05 7.42113e-05 -8.31653e-05 9.09023e-05 9.74417e-05 -0.000102837 0.000107167 0.000110526 -0.000113015 0.00011474 -0.000115799 -0.00011629 0.000116299 -0.000115904 0.000115176 0.000114176 0.000112955 -0.000111561 -0.000110029 0.000108395 0.000106683 0.000104918 -0.000103118 0.000101299 -9.94725e-05 9.76502e-05 
5 0.00124558 -2.2041e-05 4.36196e-05 6.43042e-05 8.37212e-05 -0.000101574 0.000117655 -0.000131841 0.000144096 0.000154448 -0.000162983 0.000169827 0.000175128 -0.000179049 0.000181754 -0.000183404 -0.00018415 0.000184131 -0.000183472 0.000182284 0.000180662 0.000178691 -0.000176444 -0.000173979 0.000171351 0.0001686 0.000165765 -0.000162873 0.000159951 -0.000157019 0.000154093 
6 0.00179228 -3.22064e-05 6.37358e-05 9.39564e-05 0.000122322 -0.000148397 0.000171877 -0.000192585 0.000210464 0.000225558 -0.000237993 0.000247951 0.000255651 -0.00026133 0.00026523 -0.000267585 -0.000268617 0.000268529 -0.000267503 0.000265703 0.000263268 0.000260323 -0.000256972 -0.000253304 0.000249396 0.000245309 0.000241098 -0.000236805 0.000232468 -0.000228116 0.000223772 
7 0.00243761 -4.44744e-05 8.80116e-05 0.000129738 0.000168895 -0.000204884 0.000237281 -0.000265841 0.000290485 0.000311275 -0.000328385 0.000342066 0.000352622 -0.000360381 0.000365677 -0.000368836 -0.000370163 0.00036994 -0.00036842 0.000365827 0.000362358 0.000358181 -0.000353443 -0.000348267 0.000342757 0.000337002 0.000331074 -0.000325035 0.000318933 -0.000312811 0.000306701 
8 0.00318131 -5.89228e-05 0.000116601 0.000171872 0.000223733 -0.000271383 0.000314262 -0.000352044 0.000384624 0.000412085 -0.000434657 0.000452674 0.00046654 -0.000476691 0.00048357 -0.00048761 -0.000489218 0.000488766 -0.000486591 0.000482992 0.000478229 0.000472526 -0.000466078 -0.000459049 0.000451578 0.000443781 0.000435755 -0.000427581 0.000419326 -0.000411043 0.000402778 
9 0.0040231 -7.56291e-05 0.000149655 0.000220584 0.000287121 -0.000348238 0.000403211 -0.000451623 0.000493338 0.000528462 -0.000557292 0.000580259 0.000597881 -0.000610721 0.000619349 -0.000624323 -0.000626165 0.000625356 -0.00062233 0.000617471 0.000611113 0.000603548 -0.000595024 -0.000585753 0.000575913 0.000565655 0.000555104 -0.000544363 0.000533518 -0.000522641 0.000511787 
